game_id,home_team,away_team,posteam,Home or Away,Total EPA,Total Yards Gained,Air Yards,Turnovers,Total Rush Attempts,Total Pass Attempts,total_away_score,total_home_score,Winner,Winning Team
2019111703,IND,JAX,JAX,0,-0.448442883,308,423,2,9,50,13,31,IND,0
2019111704,MIA,BUF,MIA,1,-6.090630375,303,300,1,13,53,37,20,BUF,0
2019111704,MIA,BUF,BUF,0,17.96741378,424,283,0,34,33,37,20,BUF,1
2019111705,MIN,DEN,MIN,1,5.120757862,321,281,2,18,41,23,27,MIN,1
2019111705,MIN,DEN,DEN,0,1.109511211,394,355,1,33,42,23,27,MIN,0
2019111706,TB,NO,NO,0,12.26718322,328,175,0,28,36,34,17,NO,1
2019111706,TB,NO,TB,1,-11.58324733,334,463,4,8,53,34,17,NO,0
2019111707,WAS,NYJ,NYJ,0,2.09443113,394,313,2,33,32,34,17,NYJ,1
2019111707,WAS,NYJ,WAS,1,-19.53505258,227,257,1,20,43,34,17,NYJ,0
2019111708,SF,ARI,SF,1,6.01404468,442,222,2,19,48,26,36,SF,1
2019111708,SF,ARI,ARI,0,-3.233067518,266,124,2,25,37,26,36,SF,0
2019111709,OAK,CIN,OAK,1,1.870251526,386,186,2,34,32,10,17,OAK,1
2019111709,OAK,CIN,CIN,0,-12.17745847,246,201,2,22,36,10,17,OAK,0
2019111710,PHI,NE,PHI,1,-10.06300584,255,405,1,21,45,17,10,NE,0
2019111710,PHI,NE,NE,0,0.239640725,300,334,0,23,49,17,10,NE,1
2019111711,LA,CHI,LA,1,-3.424796047,283,158,2,34,18,7,17,LA,1
2019111711,LA,CHI,CHI,0,-26.17635907,267,350,1,24,50,7,17,LA,0
2019111800,LAC,KC,LAC,1,-7.528058915,440,412,4,19,55,24,17,KC,0
2019111800,LAC,KC,KC,0,5.204365809,310,255,1,27,33,24,17,KC,1
2019112100,HOU,IND,HOU,1,11.24875959,396,423,1,24,31,17,20,HOU,1
2019112100,HOU,IND,IND,0,4.074047516,296,178,0,39,26,17,20,HOU,0
2019112400,ATL,TB,TB,0,11.26503734,446,284,2,34,28,35,22,TB,1
2019112400,ATL,TB,ATL,1,-3.914209504,337,531,2,19,62,35,22,TB,0
2019112401,BUF,DEN,BUF,1,7.343614498,424,187,1,47,26,3,20,BUF,1
2019112401,BUF,DEN,DEN,0,-15.05626851,134,147,1,17,29,3,20,BUF,0
2019112402,CHI,NYG,CHI,1,-8.605013017,335,354,2,26,43,14,19,CHI,1
2019112402,CHI,NYG,NYG,0,-15.84305676,243,230,1,21,37,14,19,CHI,0
2019112403,CIN,PIT,PIT,0,-5.552516158,338,212,1,38,30,16,10,PIT,1
2019112403,CIN,PIT,CIN,1,-16.31992003,244,142,2,21,30,16,10,PIT,0
2019112404,CLE,MIA,MIA,0,-1.956080121,284,331,2,20,43,24,41,CLE,0
2019112404,CLE,MIA,CLE,1,14.65824828,467,284,1,32,35,24,41,CLE,1
2019112405,NO,CAR,CAR,0,9.812291376,351,244,0,29,41,31,34,NO,0
2019112405,NO,CAR,NO,1,18.39904529,418,374,2,18,41,31,34,NO,1
2019112406,NYJ,OAK,NYJ,1,9.025242989,401,215,0,30,30,3,34,NYJ,1
2019112406,NYJ,OAK,OAK,0,-22.94320956,208,200,2,22,35,3,34,NYJ,0
2019112407,WAS,DET,DET,0,-9.906035976,364,297,4,32,39,16,19,WAS,0
2019112407,WAS,DET,WAS,1,-3.129596473,230,391,2,24,33,16,19,WAS,1
2019112408,TEN,JAX,TEN,1,22.69853789,471,137,2,33,19,20,42,TEN,1
2019112408,TEN,JAX,JAX,0,-0.558564563,371,380,1,27,53,20,42,TEN,0
2019112409,NE,DAL,DAL,0,-14.68396068,321,185,1,26,33,9,13,NE,0
2019112409,NE,DAL,NE,1,-11.88291282,282,385,0,27,39,9,13,NE,1
2019112410,SF,GB,GB,0,-22.14432021,200,240,1,28,43,8,37,SF,0
2019112410,SF,GB,SF,1,12.53284975,339,121,0,22,23,8,37,SF,1
2019112411,PHI,SEA,PHI,1,-18.03774323,344,280,5,24,48,17,9,SEA,0
2019112411,PHI,SEA,SEA,0,-3.474718048,348,387,2,26,31,17,9,SEA,1
2019112500,LA,BAL,BAL,0,35.23124084,480,191,0,48,26,45,6,BAL,1
2019112500,LA,BAL,LA,1,-9.167202822,221,312,2,9,39,45,6,BAL,0
2019112800,DET,CHI,DET,1,3.723594362,364,349,1,27,40,24,20,CHI,0
2019112800,DET,CHI,CHI,0,12.59287682,419,335,1,23,39,24,20,CHI,1
2019112801,DAL,BUF,BUF,0,12.54557875,356,227,0,34,29,26,15,BUF,1
2019112801,DAL,BUF,DAL,1,-1.958230378,428,331,2,19,54,26,15,BUF,0
2019112802,ATL,NO,ATL,1,-18.39522576,348,345,3,26,60,26,18,NO,0
2019112802,ATL,NO,NO,0,4.335861107,279,173,0,18,31,26,18,NO,1
2019120100,BAL,SF,SF,0,2.700659681,331,158,1,29,23,17,20,BAL,0
2019120100,BAL,SF,BAL,1,5.084819615,283,197,1,38,24,17,20,BAL,1
2019120101,CAR,WAS,WAS,0,5.728248538,362,204,0,30,31,29,21,WAS,1
2019120101,CAR,WAS,CAR,1,-6.799080428,278,418,2,20,53,29,21,WAS,0
2019120102,CIN,NYJ,NYJ,0,-12.09985716,271,353,0,17,52,6,22,CIN,0
2019120102,CIN,NYJ,CIN,1,0.790515289,277,258,0,25,38,6,22,CIN,1
2019120103,IND,TEN,IND,1,-15.14077451,391,322,3,24,43,31,17,TEN,0
2019120103,IND,TEN,TEN,0,-1.770002636,292,167,2,30,28,31,17,TEN,1
2019120104,JAX,TB,TB,0,-4.604027353,315,337,1,31,37,26,11,TB,1
2019120104,JAX,TB,JAX,1,-27.06754263,244,214,4,17,47,26,11,TB,0
2019120105,KC,OAK,KC,1,8.353320704,259,259,0,29,30,9,38,KC,1
2019120105,KC,OAK,OAK,0,-13.56538419,332,170,3,25,32,9,38,KC,0
2019120106,MIA,PHI,PHI,0,13.5425752,388,506,1,19,49,31,37,MIA,0
2019120106,MIA,PHI,MIA,1,16.51122991,411,352,1,20,45,31,37,MIA,1
2019120107,NYG,GB,GB,0,15.25060485,322,272,0,26,33,31,13,GB,1
2019120107,NYG,GB,NYG,1,-5.385348793,335,273,3,27,37,31,13,GB,0
2019120108,ARI,LA,LA,0,12.93202089,549,226,0,30,46,34,7,LA,1
2019120108,ARI,LA,ARI,1,-19.75768888,198,175,1,21,40,34,7,LA,0
2019120109,DEN,LAC,DEN,1,-1.578503206,218,184,2,25,28,20,23,DEN,1
2019120109,DEN,LAC,LAC,0,-1.003608973,359,200,1,29,32,20,23,DEN,0
2019120110,PIT,CLE,CLE,0,-6.227549702,279,399,2,24,39,13,20,PIT,0
2019120110,PIT,CLE,PIT,1,1.711761004,323,253,1,32,22,13,20,PIT,1
2019120111,HOU,NE,HOU,1,14.79788855,276,195,0,23,29,22,28,HOU,1
2019120111,HOU,NE,NE,0,7.990862005,448,498,1,29,51,22,28,HOU,0
2019120200,SEA,MIN,MIN,0,-3.267498899,354,266,3,14,38,30,37,SEA,0
2019120200,SEA,MIN,SEA,1,10.2078573,444,247,2,43,33,30,37,SEA,1
2019120500,CHI,DAL,DAL,0,0.167792213,408,513,0,22,51,24,31,CHI,0
2019120500,CHI,DAL,CHI,1,7.317513809,382,199,2,34,33,24,31,CHI,1
2019120800,ATL,CAR,CAR,0,-3.746020759,345,384,4,22,46,20,40,ATL,0
2019120800,ATL,CAR,ATL,1,19.61801683,461,322,0,32,35,20,40,ATL,1
2019120801,BUF,BAL,BUF,1,-13.26945031,211,400,1,23,46,24,17,BAL,0
2019120801,BUF,BAL,BAL,0,-1.818415324,257,148,1,33,26,24,17,BAL,1
2019120802,CLE,CIN,CIN,0,-3.405529075,451,290,1,31,41,19,27,CLE,0
2019120802,CLE,CIN,CLE,1,9.112987356,333,230,2,27,25,19,27,CLE,1
2019120803,GB,WAS,WAS,0,-5.254687055,262,255,1,29,31,15,20,GB,0
2019120803,GB,WAS,GB,1,5.744145024,341,219,1,28,32,15,20,GB,1
2019120804,HOU,DEN,DEN,0,18.12659038,391,187,1,27,28,38,24,DEN,1
2019120804,HOU,DEN,HOU,1,1.128850309,414,434,3,22,53,38,24,DEN,0
2019120805,MIN,DET,DET,0,-12.79496021,231,267,2,22,45,7,20,MIN,0
2019120805,MIN,DET,MIN,1,3.60798418,354,214,0,39,31,7,20,MIN,1
2019120806,NO,SF,SF,0,22.74819056,516,242,1,24,39,48,46,SF,1
2019120806,NO,SF,NO,1,19.58800793,465,250,1,28,42,48,46,SF,0
2019120807,NYJ,MIA,NYJ,1,1.162522453,374,391,1,32,37,21,22,NYJ,1
2019120807,NYJ,MIA,MIA,0,-2.131301703,358,318,1,26,39,21,22,NYJ,0
2019120808,TB,IND,TB,1,5.488840562,542,409,4,28,50,35,38,TB,1
2019120808,TB,IND,IND,0,-3.458642116,311,359,1,22,38,35,38,TB,0
2019120809,JAX,LAC,LAC,0,36.43210473,525,262,0,30,28,45,10,LAC,1
2019120809,JAX,LAC,JAX,1,-7.785148813,252,207,0,23,40,45,10,LAC,0
2019120810,ARI,PIT,PIT,0,-4.284586585,275,93,2,35,22,23,17,PIT,1
2019120810,ARI,PIT,ARI,1,-12.9296953,236,209,3,22,35,23,17,PIT,0
2019120811,NE,KC,KC,0,-1.392559145,346,219,2,29,41,23,16,KC,1
2019120811,NE,KC,NE,1,-20.1293106,278,257,1,23,40,23,16,KC,0
2019120812,OAK,TEN,TEN,0,25.43004449,552,294,1,32,27,42,21,TEN,1
2019120812,OAK,TEN,OAK,1,1.460245916,355,247,1,24,36,42,21,TEN,0
2019120813,LA,SEA,SEA,0,-5.588741777,308,395,1,21,41,12,28,LA,0
2019120813,LA,SEA,LA,1,9.453617745,455,305,2,35,32,12,28,LA,1
2019120900,PHI,NYG,NYG,0,-3.348548164,255,264,0,20,32,17,23,PHI,0
2019120900,PHI,NYG,PHI,1,0.938572488,418,314,1,32,53,17,23,PHI,1
2019121200,BAL,NYJ,BAL,1,18.64355704,432,267,0,35,25,21,42,BAL,1
2019121200,BAL,NYJ,NYJ,0,-6.097444752,312,252,2,24,34,21,42,BAL,0
2019121500,CAR,SEA,CAR,1,6.782127583,414,245,3,29,43,30,24,SEA,0
2019121500,CAR,SEA,SEA,0,18.4733931,428,313,1,34,29,30,24,SEA,1
2019121501,CIN,NE,NE,0,10.57334759,291,152,1,32,31,34,13,NE,1
2019121501,CIN,NE,CIN,1,-14.49638766,315,228,4,32,31,34,13,NE,0
2019121502,DET,TB,DET,1,-12.50382825,295,354,3,18,45,38,17,TB,0
2019121502,DET,TB,TB,0,14.37341857,495,468,1,29,44,38,17,TB,1
2019121503,GB,CHI,CHI,0,-11.92768534,415,536,3,27,56,13,21,GB,0
2019121503,GB,CHI,GB,1,-5.90997394,292,293,0,24,34,13,21,GB,1
2019121504,KC,DEN,KC,1,10.52827909,421,329,1,25,39,3,23,KC,1
2019121504,KC,DEN,DEN,0,-11.98730756,251,234,1,15,42,3,23,KC,0
2019121505,NYG,MIA,MIA,0,-5.175374192,384,324,1,25,44,20,36,NYG,0
2019121505,NYG,MIA,NYG,1,8.157926806,412,292,3,33,30,20,36,NYG,1
2019121506,PIT,BUF,BUF,0,-11.49275299,261,235,2,38,26,17,10,BUF,1
2019121506,PIT,BUF,PIT,1,-18.7298023,229,338,5,14,42,17,10,BUF,0
2019121507,TEN,HOU,TEN,1,8.425716378,432,383,1,28,39,24,21,HOU,0
2019121507,TEN,HOU,HOU,0,12.35287333,374,271,2,35,28,24,21,HOU,1
2019121508,WAS,PHI,PHI,0,15.85911224,415,209,1,28,45,37,27,PHI,1
2019121508,WAS,PHI,WAS,1,7.117758368,352,196,1,22,29,37,27,PHI,0
2019121509,ARI,CLE,CLE,0,2.626007938,393,254,2,23,44,24,38,ARI,0
2019121509,ARI,CLE,ARI,1,21.37523869,445,167,1,35,25,24,38,ARI,1
2019121510,OAK,JAX,JAX,0,5.765920127,262,241,0,22,31,20,16,JAX,1
2019121510,OAK,JAX,OAK,1,4.68988561,364,237,0,32,40,20,16,JAX,0
2019121511,DAL,LA,DAL,1,32.49567662,475,137,0,45,23,21,44,DAL,1
2019121511,DAL,LA,LA,0,5.374524264,291,309,1,15,55,21,44,DAL,0
2019121512,SF,ATL,SF,1,0.669144929,313,135,3,27,35,29,22,ATL,0
2019121512,SF,ATL,ATL,0,8.742517469,290,213,0,21,41,29,22,ATL,1
2019121513,LAC,MIN,LAC,1,-24.23307151,345,339,7,19,42,39,10,MIN,0
2019121513,LAC,MIN,MIN,0,8.198321573,344,195,1,37,25,39,10,MIN,1
2019121600,NO,IND,IND,0,-11.91316053,205,311,0,17,35,7,34,NO,0
2019121600,NO,IND,NO,1,20.82112588,424,202,0,33,30,7,34,NO,1
2019122100,TB,HOU,HOU,0,-13.89458423,229,219,2,26,37,23,20,HOU,1
2019122100,TB,HOU,TB,1,-15.36394835,435,623,5,21,51,23,20,HOU,0
2019122101,NE,BUF,NE,1,9.637248111,416,167,1,35,34,17,24,NE,1
2019122101,NE,BUF,BUF,0,0.827613816,268,317,0,23,30,17,24,NE,0
2019122102,SF,LA,LA,0,3.302049416,395,289,1,24,46,31,34,SF,0
2019122102,SF,LA,SF,1,4.273123548,334,207,2,23,33,31,34,SF,1
2019122200,DEN,DET,DEN,1,9.543361482,348,216,0,33,34,17,27,DEN,1
2019122200,DEN,DET,DET,0,-4.125553138,191,250,0,21,28,17,27,DEN,0
2019122201,LAC,OAK,LAC,1,2.141618428,284,208,0,16,40,24,17,OAK,0
2019122201,LAC,OAK,OAK,0,15.64553282,366,137,0,29,33,24,17,OAK,1
2019122205,ATL,JAX,ATL,1,10.4930901,518,391,2,27,46,12,24,ATL,1
2019122205,ATL,JAX,JAX,0,-3.096448243,288,241,1,24,36,12,24,ATL,0
2019122206,CLE,BAL,BAL,0,18.61035226,481,247,1,40,31,31,15,BAL,1
2019122206,CLE,BAL,CLE,1,-3.443973317,241,293,1,19,35,31,15,BAL,0
2019122207,IND,CAR,IND,1,9.904287525,324,289,0,32,30,6,38,IND,1
2019122207,IND,CAR,CAR,0,-21.56930321,286,412,3,21,50,6,38,IND,0
2019122208,MIA,CIN,CIN,0,10.48338047,434,586,1,26,62,35,38,MIA,0
2019122208,MIA,CIN,MIA,1,11.14933751,502,507,1,34,54,35,38,MIA,1
2019122209,NYJ,PIT,PIT,0,-11.95770474,260,287,2,25,41,10,16,NYJ,0
2019122209,NYJ,PIT,NYJ,1,-8.639395424,259,222,1,32,28,10,16,NYJ,1
2019122210,TEN,NO,NO,0,16.68260208,377,274,0,23,43,38,28,NO,1
2019122210,TEN,NO,TEN,1,4.404186728,397,241,1,26,32,38,28,NO,0
2019122211,WAS,NYG,WAS,1,14.84365291,361,309,0,26,41,41,35,NYG,0
2019122211,WAS,NYG,NYG,0,25.23469265,552,368,0,26,43,41,35,NYG,1
2019122212,PHI,DAL,DAL,0,-9.7134693,311,434,1,16,46,9,17,PHI,0
2019122212,PHI,DAL,PHI,1,1.889805442,431,203,0,30,41,9,17,PHI,1
2019122213,SEA,ARI,ARI,0,3.338880461,412,212,0,40,29,27,13,ARI,1
2019122213,SEA,ARI,SEA,1,-11.70946332,224,317,1,20,36,27,13,ARI,0
2019122214,CHI,KC,KC,0,15.80239318,350,244,0,29,34,26,3,KC,1
2019122214,CHI,KC,CHI,1,-9.726025137,234,275,0,22,37,26,3,KC,0
2019122300,MIN,GB,GB,0,-6.207115314,385,266,3,32,44,23,10,GB,1
2019122300,MIN,GB,MIN,1,-21.55320236,139,251,1,16,37,23,10,GB,0
2019122900,BAL,PIT,BAL,1,0.152024522,304,135,2,44,24,10,28,BAL,1
2019122900,BAL,PIT,PIT,0,-18.94527095,168,132,2,23,27,10,28,BAL,0
2019122901,BUF,NYJ,BUF,1,-16.70749738,309,306,3,20,41,13,6,NYJ,0
2019122901,BUF,NYJ,NYJ,0,-10.2064649,271,238,1,27,38,13,6,NYJ,1
2019122902,CAR,NO,NO,0,19.95152285,379,207,0,35,32,42,10,NO,1
2019122902,CAR,NO,CAR,1,-15.90671964,329,373,3,18,51,42,10,NO,0
2019122903,CIN,CLE,CIN,1,13.28242783,361,242,1,39,29,23,33,CIN,1
2019122903,CIN,CLE,CLE,0,4.278588692,313,405,3,20,33,23,33,CIN,0
2019122904,DAL,WAS,WAS,0,-20.50155866,271,241,2,20,39,16,47,DAL,0
2019122904,DAL,WAS,DAL,1,19.39423932,517,206,1,36,36,16,47,DAL,1
2019122905,DET,GB,GB,0,6.291281629,432,770,1,30,56,23,20,GB,1
2019122905,DET,GB,DET,1,-2.199229676,305,278,1,25,31,23,20,GB,0
2019122906,HOU,TEN,TEN,0,28.53991201,467,284,0,39,21,35,14,TEN,1
2019122906,HOU,TEN,HOU,1,3.758525143,301,308,1,25,40,35,14,TEN,0
2019122907,JAX,IND,JAX,1,18.95248195,355,216,1,24,43,20,38,JAX,1
2019122907,JAX,IND,IND,0,-3.314684648,275,197,2,27,28,20,38,JAX,0
2019122908,KC,LAC,KC,1,19.68236596,336,142,1,23,25,21,31,KC,1
2019122908,KC,LAC,LAC,0,8.96670019,366,314,2,25,49,21,31,KC,0
2019122909,MIN,CHI,CHI,0,1.532822977,337,214,1,34,41,21,19,CHI,1
2019122909,MIN,CHI,MIN,1,0.951371586,300,132,3,26,21,21,19,CHI,0
2019122910,NE,MIA,NE,1,5.319943649,352,308,2,27,30,27,24,MIA,0
2019122910,NE,MIA,MIA,0,10.72290831,389,426,0,22,46,27,24,MIA,1
2019122911,NYG,PHI,NYG,1,-12.57978618,397,521,2,21,51,34,17,PHI,0
2019122911,NYG,PHI,PHI,0,6.781615449,400,301,0,31,41,34,17,PHI,1
2019122912,TB,ATL,ATL,0,-12.28516887,373,311,1,30,57,28,21,ATL,1
2019122912,TB,ATL,TB,1,-16.11707769,331,258,3,22,25,28,21,ATL,0
2019122913,DEN,OAK,OAK,0,-5.243440858,477,305,1,22,49,15,16,DEN,0
2019122913,DEN,OAK,DEN,1,2.073980354,238,229,1,27,30,15,16,DEN,1
2019122914,LA,ARI,ARI,0,2.8333303,393,393,5,17,44,24,31,LA,0
2019122914,LA,ARI,LA,1,9.793369,424,352,0,33,46,24,31,LA,1
2019122915,SEA,SF,SF,0,18.54681428,398,147,0,24,25,26,21,SF,1
2019122915,SEA,SF,SEA,1,11.8497859,348,267,0,30,41,26,21,SF,0
