game_id,home_team,away_team,posteam,Total_EPA,Total_Yards_Gained,Air_Yards,Turnovers,Total_Rush_Attempts,Total_Pass_Attempts,total_away_score,total_home_score,Winner,MA_EPA,MA_yards_gained,MA_air_yards,MA_turnovers,MA_rush_attempts,MA_pass_attempts
2019122208,MIA,CIN,CIN,10.48338047,434,586,1,26,62,35,38,Home,-8.357830367,321,229,1.75,27.25,35
2019091600,NYJ,CLE,CLE,-1.994501259,375,344,1,21,38,23,3,Away,-19.00658678,346,337,3,20,43
2019092901,BAL,CLE,CLE,21.79444706,530,225,1,29,33,40,25,Away,-9.724062794,330,311,1.666666667,21.66666667,40
2019100700,SF,CLE,CLE,-19.91290003,180,247,3,18,28,3,31,Home,-1.84443533,380,289,1.5,23.5,38.25
2019102711,NE,CLE,CLE,-11.9020736,310,252,3,22,36,13,27,Home,-1.38128131,347,269,2.25,23.75,34.5
2019110309,DEN,CLE,CLE,-1.279779127,351,182,0,29,44,19,24,Home,-2.314024624,357,269,2.75,23.25,33.75
2019120110,PIT,CLE,CLE,-6.227549702,279,399,2,24,39,13,20,Home,0.973163655,369,247,0.25,30.5,38
2019121509,ARI,CLE,CLE,2.626007938,393,254,2,23,44,24,38,Home,0.886848314,343,294,1.25,29.5,33
2019122903,CIN,CLE,CLE,4.278588692,313,405,3,20,33,23,33,Home,0.516868069,311,294,1.75,23.25,35.75
2019091509,WAS,DAL,DAL,20.92560644,474,257,1,34,31,31,21,Away,29.24474764,494,301,0,30,32
2019092912,NO,DAL,DAL,-7.598379261,257,316,3,20,34,10,12,Home,21.84224103,481,323,0.666666667,32.66666667,32
2019101310,NYJ,DAL,DAL,8.071341224,399,341,0,34,42,22,24,Home,7.320229734,442,364,2,27.25,36.25
2019110400,NYG,DAL,DAL,0.937465061,429,360,2,30,35,37,18,Away,4.473952639,405,338,1.75,27.75,38.25
2019111702,DET,DAL,DAL,19.49792592,511,454,1,25,47,35,27,Away,9.616158897,418,373,1,30.5,38.75
2019112409,NE,DAL,DAL,-14.68396068,321,185,1,26,33,9,13,Home,12.47280507,446,401,1.25,28.25,40
2019120500,CHI,DAL,DAL,0.167792213,408,513,0,22,51,24,31,Home,3.871509577,425,384,1.25,23,45.5
2019122212,PHI,DAL,DAL,-9.7134693,311,434,1,16,46,9,17,Home,4.005319442,408,291,0.75,28,40.25
2019092202,GB,DEN,DEN,0.050067828,310,122,2,38,34,16,27,Home,7.620302041,359,247,0.5,23.5,43.5
2019100610,LAC,DEN,DEN,-6.139453994,350,128,2,32,23,20,13,Away,5.408858128,349,228,1,25.25,39.75
2019102710,IND,DEN,DEN,-8.223127558,279,167,0,28,35,13,15,Home,-7.550272082,299,239,1.25,25,33.25
2019111705,MIN,DEN,DEN,1.109511211,394,355,1,33,42,23,27,Home,-8.453473063,264,219,0.75,25,32.5
2019112401,BUF,DEN,DEN,-15.05626851,134,147,1,17,29,3,20,Home,-7.455590397,295,254,0.75,25.75,35.75
2019120804,HOU,DEN,DEN,18.12659038,391,187,1,27,28,38,24,Away,-2.677407567,262,216,1.25,23.75,30.5
2019121504,KC,DEN,DEN,-11.98730756,251,234,1,15,42,3,23,Home,0.650332468,284,218,1.25,25.5,31.75
2019092207,PHI,DET,DET,6.377940327,287,294,0,28,32,27,24,Away,4.685446289,408,414,1.5,30,39
2019101400,GB,DET,DET,9.922570658,299,328,1,20,35,22,23,Home,4.656186614,387,382,1.25,30.75,37
2019110307,OAK,DET,DET,6.800861835,473,464,2,19,43,24,31,Home,10.02521441,388,377,1.5,25,39.25
2019111000,CHI,DET,DET,-7.92755023,357,307,1,27,48,13,20,Home,11.00645149,395,392,1.5,21,40.5
2019112407,WAS,DET,DET,-9.906035976,364,297,4,32,39,16,19,Home,3.786611921,379,354,1.25,24.75,39.25
2019120805,MIN,DET,DET,-12.79496021,231,267,2,22,45,7,20,Home,-1.454030448,349,302,1.5,28.5,39.25
2019122200,DEN,DET,DET,-4.125553138,191,250,0,21,28,17,27,Home,-7.870307518,313,316,2.5,24.75,42.25
2019100611,DAL,GB,GB,13.07141479,335,247,0,29,36,34,24,Away,2.902826917,337,297,1,24.5,38.5
2019102712,KC,GB,GB,14.78877343,374,236,0,26,38,31,24,Away,15.51739892,438,316,1,25.25,40.5
2019110310,LAC,GB,GB,0.036837347,186,299,0,12,38,11,26,Home,15.02805792,409,281,0.5,26.75,36.5
2019112410,SF,GB,GB,-22.14432021,200,240,1,28,43,8,37,Home,14.50767966,357,285,0,22,34.75
2019120107,NYG,GB,GB,15.25060485,322,272,0,26,33,31,13,Away,1.040790053,287,278,0.25,23.25,37.5
2019122300,MIN,GB,GB,-6.207115314,385,266,3,32,44,23,10,Away,-1.764886069,288,256,0.5,26.5,35.5
2019122905,DET,GB,GB,6.291281629,432,770,1,30,56,23,20,Away,2.219415155,335,262,1,27.5,35.75
2019092210,LAC,HOU,HOU,11.78402127,376,265,1,19,36,27,20,Away,10.98382135,338,348,0.5,26.5,34.5
2019101304,KC,HOU,HOU,14.18386193,474,369,3,41,43,31,24,Away,9.62157774,373,309,0.75,26.25,35.5
2019102005,IND,HOU,HOU,4.792453217,391,268,2,24,37,23,30,Home,12.62299917,426,308,1.5,29,38
2019110300,JAX,HOU,HOU,9.664581983,410,181,1,34,29,26,3,Away,19.50898225,461,297,1.25,32.75,38.75
2019111700,BAL,HOU,HOU,-24.95481713,232,227,2,20,37,7,41,Home,12.39492549,415,271,1.5,32.75,37.75
2019121507,TEN,HOU,HOU,12.35287333,374,271,2,35,28,24,21,Away,0.55517033,329,319,1.5,22.25,37.5
2019122100,TB,HOU,HOU,-13.89458423,229,219,2,26,37,23,20,Away,9.882092944,365,330,1.5,26,35.25
2019091508,TEN,IND,IND,-3.28480449,288,140,2,34,31,19,17,Away,15.12911552,378,158,1,34,29
2019100612,KC,IND,IND,0.292469211,331,148,1,45,29,19,13,Away,9.234291518,347,247,1.25,28.75,36
2019110306,PIT,IND,IND,-7.723400509,328,182,3,29,37,24,26,Home,3.133873036,344,284,1.25,31.25,36.25
2019112100,HOU,IND,IND,4.074047516,296,178,0,39,26,17,20,Home,-2.565956527,333,251,2,31.25,33.25
2019120808,TB,IND,IND,-3.458642116,311,359,1,22,38,35,38,Home,-3.803411223,344,280,1.75,32,34
2019121600,NO,IND,IND,-11.91316053,205,311,0,17,35,7,34,Home,0.386707858,346,269,1.25,30.25,33.5
2019122907,JAX,IND,IND,-3.314684648,275,197,2,27,28,20,38,Home,-5.152072409,307,320,1,23.75,36.5
2019091504,HOU,JAX,JAX,2.970020448,281,212,1,22,37,12,13,Home,12.74931272,428,219,2,16,35
2019092911,DEN,JAX,JAX,14.72929775,455,346,0,38,38,26,24,Away,6.187866822,333,214,1.333333333,19.33333333,34
2019100600,CAR,JAX,JAX,3.552651709,507,404,3,31,46,27,34,Home,8.323224553,364,247,1,24,35
2019102002,CIN,JAX,JAX,5.56620025,462,186,0,44,35,27,17,Away,2.557912485,370,295,1.25,28.25,36.25
2019111703,IND,JAX,JAX,-0.448442883,308,423,2,9,50,13,31,Home,-4.360773085,358,252,1.5,29.25,38.25
2019112408,TEN,JAX,JAX,-0.558564563,371,380,1,27,53,20,42,Home,-1.749242103,378,303,1.75,25.5,43
2019121510,OAK,JAX,JAX,5.765920127,262,241,0,22,31,20,16,Away,-8.964924722,293,306,1.75,19,47.5
2019122205,ATL,JAX,JAX,-3.096448243,288,241,1,24,36,12,24,Home,-7.411333969,282,260,1.25,22.25,42.75
2019091510,OAK,KC,KC,12.95416196,467,557,1,22,46,28,10,Away,28.41966504,491,180,0,26,34
2019092903,DET,KC,KC,2.582715233,438,502,3,25,42,34,30,Away,20.51347188,487,354,0.333333333,24.33333333,39.33333333
2019101700,DEN,KC,KC,0.026566326,271,172,0,27,31,30,6,Away,5.172771424,393,410,1.5,18.75,39.75
2019111007,TEN,KC,KC,10.67399259,530,422,1,25,53,32,35,Home,3.621541148,323,253,1,19,36.25
2019111800,LAC,KC,KC,5.204365809,310,255,1,27,33,24,17,Away,6.041761418,378,271,0.75,22.5,40.5
2019120811,NE,KC,KC,-1.392559145,346,219,2,29,41,23,16,Away,8.285340494,369,307,0.75,24.75,39
2019122214,CHI,KC,KC,15.80239318,350,244,0,29,34,26,3,Away,5.673351614,334,265,1,27.5,35.75
2019092213,CLE,LA,LA,0.598649581,344,390,3,24,40,20,13,Away,4.37121523,364,236,1,31,35.5
2019100300,SEA,LA,LA,12.32700596,477,411,2,19,49,29,30,Home,2.872786544,397,333,2.25,24.25,45.5
2019102000,ATL,LA,LA,16.22110661,381,376,1,36,38,37,10,Away,-2.835533868,374,357,2.5,19,47
2019111009,PIT,LA,LA,-25.36649474,306,298,4,23,46,12,17,Home,5.964006994,371,315,1,25.75,36.5
2019120108,ARI,LA,LA,12.93202089,549,226,0,30,46,34,7,Away,-4.058180265,320,272,2,23,33.5
2019121511,DAL,LA,LA,5.374524264,291,309,1,15,55,21,44,Home,2.448409942,377,250,1.5,27,33.75
2019122102,SF,LA,LA,3.302049416,395,289,1,24,46,31,34,Home,4.64824002,379,288,1.25,22.25,43
2019091502,DET,LAC,LAC,-2.521188721,424,378,2,25,37,10,13,Home,18.32442315,435,234,1,21,38
2019092906,MIA,LAC,LAC,20.2808264,390,232,0,33,32,30,10,Away,7.294316676,408,361,1.333333333,21.33333333,42
2019102008,TEN,LAC,LAC,6.373708758,365,426,1,21,39,20,23,Home,-1.096144334,337,349,1.75,20.25,44
2019102702,CHI,LAC,LAC,-5.932443342,231,259,1,12,30,17,16,Away,-1.022646046,337,337,1.75,21,41
2019110700,OAK,LAC,LAC,-11.90232555,315,397,3,30,36,24,26,Home,2.835713483,346,351,1.25,21.25,36
2019120109,DEN,LAC,LAC,-1.003608973,359,200,1,29,32,20,23,Home,-2.155185386,357,326,2,24.75,37.75
2019120809,JAX,LAC,LAC,36.43210473,525,262,0,30,28,45,10,Away,-0.922976794,389,311,2,29,38.25
2019122908,KC,LAC,LAC,8.96670019,366,314,2,25,49,21,31,Home,3.33426067,378,252,2,23.5,35.5
2019092201,DAL,MIA,MIA,-21.10232085,283,389,1,24,44,6,31,Home,-22.30643565,192,448,3,13.5,40.5
2019102001,BUF,MIA,MIA,6.280419021,381,335,2,30,36,21,31,Home,-18.87652024,242,316,2,19.5,42
2019102800,PIT,MIA,MIA,-11.65454946,230,299,4,19,38,14,27,Home,-7.76789842,292,281,1.5,23.25,39.5
2019111008,IND,MIA,MIA,-13.48297811,229,173,2,26,36,16,12,Away,-1.977561744,299,310,2,23.5,40.75
2019112404,CLE,MIA,MIA,-1.956080121,284,331,2,20,43,24,41,Home,-6.655545621,269,278,1.75,20.5,41.75
2019120807,NYJ,MIA,MIA,-2.131301703,358,318,1,26,39,21,22,Home,-1.254614673,306,289,1.5,19.75,44.25
2019121505,NYG,MIA,MIA,-5.175374192,384,324,1,25,44,20,36,Home,1.583304429,339,325,1.25,19.75,45
2019122910,NE,MIA,MIA,10.72290831,389,426,0,22,46,27,24,Away,5.088472883,413,375,1,26.25,45.5
2019091503,GB,MIN,MIN,-8.61879849,421,335,4,27,33,16,21,Home,10.41340258,269,51,0,38,11
2019092910,CHI,MIN,MIN,-10.50440285,222,203,2,16,43,6,16,Home,6.410543193,358,162,1.333333333,34.33333333,21.66666667
2019100604,NYG,MIN,MIN,21.45171454,490,217,1,34,30,28,10,Away,2.181806683,324,172,1.5,29.75,27
2019102003,DET,MIN,MIN,31.5936701,504,379,0,37,34,42,30,Away,10.26358726,386,223,1.25,30.75,31
2019110303,KC,MIN,MIN,2.53716805,289,240,0,27,38,23,26,Home,18.93728051,468,266,1,36,30.75
2019111010,DAL,MIN,MIN,16.42055594,366,188,0,36,34,28,24,Away,14.20864389,418,272,0.75,34.25,32.75
2019120200,SEA,MIN,MIN,-3.267498899,354,266,3,14,38,30,37,Home,8.528051854,352,201,0.75,29.75,35.5
2019121513,LAC,MIN,MIN,8.198321573,344,195,1,37,25,39,10,Away,5.470449771,348,237,1.25,26.75,36
2019091505,MIA,NE,NE,5.78417198,379,264,1,35,30,43,0,Away,20.5506723,465,280,0,29,38
2019092902,BUF,NE,NE,-18.45559904,224,298,1,23,39,16,10,Away,8.523905998,408,283,0.666666667,30.33333333,38
2019100609,WAS,NE,NE,13.13294474,442,329,1,27,47,33,7,Away,1.779029739,362,286,0.75,28.5,38.25
2019102100,NYJ,NE,NE,1.210715377,323,223,2,34,45,33,0,Away,-3.706061079,368,303,1.25,27.75,44
2019110311,BAL,NE,NE,0.15607233,342,338,3,17,48,20,37,Home,1.237511508,377,271,1.25,30.5,43.75
2019111710,PHI,NE,NE,0.239640725,300,334,0,23,49,17,10,Away,-2.006706594,352,273,1.75,28,44
2019120111,HOU,NE,NE,7.990862005,448,498,1,29,51,22,28,Home,-3.035587532,310,327,0.75,23.5,43.75
2019121501,CIN,NE,NE,10.57334759,291,152,1,32,31,34,13,Away,-5.945430174,327,368,0.5,25.5,44.75
2019091512,LA,NO,NO,-8.265264516,244,251,1,20,37,9,27,Home,21.87557144,510,295,1,21,44
2019092211,SEA,NO,NO,9.295462002,265,95,0,24,27,33,27,Away,6.805153462,377,273,1,20.5,40.5
2019101303,JAX,NO,NO,3.694399355,326,213,0,26,39,13,6,Away,4.094613464,308,200,0.75,25.5,33.75
2019102009,CHI,NO,NO,10.27934814,424,282,0,35,39,36,25,Away,7.084529432,328,190,0.5,27,34.25
2019111706,TB,NO,NO,12.26718322,328,175,0,28,36,34,17,Away,5.750430901,392,250,0.25,25.25,43.25
2019112802,ATL,NO,NO,4.335861107,279,173,0,18,31,26,18,Away,9.923551153,391,263,0.75,21.5,43
2019122210,TEN,NO,NO,16.68260208,377,274,0,23,43,38,28,Away,15.78601005,396,249,0.75,24.25,36
2019122902,CAR,NO,NO,19.95152285,379,207,0,35,32,42,10,Away,15.35689925,386,224,0.25,25.5,36.5
2019092209,TB,NYG,NYG,9.474103931,386,353,2,19,42,32,31,Away,4.805461603,420,336,2,18.5,47.5
2019101000,NE,NYG,NYG,-34.07860923,213,290,4,16,32,14,35,Home,0.808027976,339,316,2.25,24,40.25
2019102703,DET,NYG,NYG,-0.93767881,370,307,1,24,45,26,31,Home,-13.0338161,269,276,3,23.75,37
2019111005,NYJ,NYG,NYG,-6.576979026,283,240,2,17,48,27,34,Home,-15.53928986,279,275,2.75,21,41.5
2019112402,CHI,NYG,NYG,-15.84305676,243,230,1,21,37,14,19,Home,-8.66388231,296,263,2.25,21.25,45.5
2019120900,PHI,NYG,NYG,-3.348548164,255,264,0,20,32,17,23,Home,-10.63569595,283,245,2.25,21.75,42
2019122211,WAS,NYG,NYG,25.23469265,552,368,0,26,43,41,35,Away,-4.104756728,311,264,1.75,25.25,34
2019092206,NE,NYJ,NYJ,-20.29475927,105,145,2,20,27,14,30,Home,-12.13187994,243,194,1,22.5,40.5
2019100606,PHI,NYJ,NYJ,-32.17665527,128,128,4,19,37,6,31,Home,-14.85283972,197,177,1.333333333,21.66666667,36
2019102705,JAX,NYJ,NYJ,-11.81651564,215,233,3,14,39,15,29,Home,-18.67897139,192,234,3,19.75,32.75
2019110304,MIA,NYJ,NYJ,-3.492167584,321,269,1,21,42,18,26,Home,-16.55941048,219,256,3.25,18.25,35.75
2019111707,WAS,NYJ,NYJ,2.09443113,394,313,2,33,32,34,17,Away,-11.80468829,246,288,2.25,21,36.5
2019120102,CIN,NYJ,NYJ,-12.09985716,271,353,0,17,52,6,22,Home,2.107470322,352,263,0.75,28.25,34
2019121200,BAL,NYJ,NYJ,-6.097444752,312,252,2,24,34,21,42,Home,0.045584853,360,318,0.75,28,37.75
2019122901,BUF,NYJ,NYJ,-10.2064649,271,238,1,27,38,13,6,Away,-6.41854372,304,304,1,26.25,37.75
2019092205,MIN,OAK,OAK,-0.589291759,302,211,1,20,38,14,34,Home,6.551215062,332,233,1,23.5,33.5
2019092905,IND,OAK,OAK,10.3004025,377,176,1,32,32,31,24,Away,4.171046122,322,225,1,22.33333333,35
2019102004,GB,OAK,OAK,14.76437937,484,318,2,31,31,24,42,Home,1.129548199,346,184,1.5,27.5,35.75
2019102704,HOU,OAK,OAK,15.96764034,378,278,0,23,30,24,27,Home,6.95920467,390,201,1.5,30.5,33.25
2019112406,NYJ,OAK,OAK,-22.94320956,208,200,2,22,35,3,34,Home,8.186354247,373,227,0.5,28.5,32
2019120105,KC,OAK,OAK,-13.56538419,332,170,3,25,32,9,38,Home,-1.541358229,330,208,1,28.25,33.25
2019122201,LAC,OAK,OAK,15.64553282,366,137,0,29,33,24,17,Away,-7.589615556,314,213,1.5,25.75,35.75
2019122913,DEN,OAK,OAK,-5.243440858,477,305,1,22,49,15,16,Home,2.057570039,354,197,1,27.5,35.25
2019091513,ATL,PHI,PHI,-5.035037942,288,432,3,22,52,20,24,Home,19.79620149,438,343,0,32,40
2019092600,GB,PHI,PHI,23.10717503,330,178,0,33,27,34,27,Away,2.961039894,366,393,1.666666667,28,43.66666667
2019101306,MIN,PHI,PHI,-2.0430746,400,375,3,22,43,20,38,Home,2.471486362,314,304,1.25,28.5,37
2019102011,DAL,PHI,PHI,-17.0503374,283,323,4,28,29,10,37,Home,3.219477198,342,290,1.25,28.5,34.75
2019102701,BUF,PHI,PHI,8.415201312,373,121,0,42,27,31,13,Away,0.426403816,319,269,1.75,28,32.25
2019120106,MIA,PHI,PHI,13.5425752,388,506,1,19,49,31,37,Home,-4.568034388,336,277,1.5,30.5,40.75
2019121508,WAS,PHI,PHI,15.85911224,415,209,1,28,45,37,27,Away,-3.404900344,351,376,2,24,48.75
2019122911,NYG,PHI,PHI,6.781615449,400,301,0,31,41,34,17,Away,8.057516342,413,308,0.75,27.25,47
2019092212,SF,PIT,PIT,-14.14905918,239,156,2,22,29,20,24,Home,-5.544617313,284,363,1,14.5,42
2019101311,LAC,PIT,PIT,3.374619194,256,91,1,36,20,24,17,Away,-1.417239385,273,191,1.5,20.5,32
2019111400,CLE,PIT,PIT,-37.15149275,236,436,4,16,48,7,21,Home,-3.833649762,299,253,1.5,29.25,33.75
2019112403,CIN,PIT,PIT,-5.552516158,338,212,1,38,30,16,10,Away,-13.96517775,294,339,2.25,24.25,40.75
2019120810,ARI,PIT,PIT,-4.284586585,275,93,2,35,22,23,17,Away,-15.00717385,292,287,2,28.25,35.25
2019122209,NYJ,PIT,PIT,-11.95770474,260,287,2,25,41,10,16,Home,-6.713786009,291,224,2.25,29.75,29
2019122900,BAL,PIT,PIT,-18.94527095,168,132,2,23,27,10,28,Home,-8.315083153,271,242,2.5,26.5,31.75
2019091507,PIT,SEA,SEA,7.139308651,425,256,2,33,39,28,26,Away,1.023978016,232,197,2,25,24
2019092908,ARI,SEA,SEA,11.56123969,340,213,0,27,32,27,10,Away,2.648959171,390,335,2,28,37.66666667
2019101302,CLE,SEA,SEA,11.81985174,454,280,1,39,36,32,28,Away,8.219389091,427,320,1.25,32.25,36.5
2019102700,ATL,SEA,SEA,21.72334219,322,202,0,33,22,27,20,Away,5.886788085,392,302,1,33.75,33.75
2019111100,SF,SEA,SEA,-21.11907866,336,185,4,34,39,27,24,Away,7.908645544,404,321,1,30,36.75
2019112411,PHI,SEA,SEA,-3.474718048,348,387,2,26,31,17,9,Away,-0.326087054,374,298,1.75,28.75,37.5
2019120813,LA,SEA,SEA,-5.588741777,308,395,1,21,41,12,28,Home,-0.516798724,405,291,2.25,31.25,37.5
2019121500,CAR,SEA,SEA,18.4733931,428,313,1,34,29,30,24,Away,-4.993670297,359,303,2.25,31,36
2019091501,CIN,SF,SF,23.0192591,571,187,1,42,26,41,17,Away,-9.841253958,258,156,2,32,29
2019101308,LA,SF,SF,-11.94108522,331,145,2,41,35,20,7,Away,5.153335005,427,197,2.25,38.5,29.75
2019102007,WAS,SF,SF,-7.151433461,283,187,1,39,23,9,0,Away,4.62837719,446,194,2.25,40.75,31.25
2019103100,ARI,SF,SF,17.79603215,411,261,0,31,38,28,25,Away,1.723728476,362,157,1.25,39.5,28.75
2019120100,BAL,SF,SF,2.700659681,331,158,1,29,23,17,20,Home,1.608295254,374,244,1.25,24.75,40.25
2019120806,NO,SF,SF,22.74819056,516,242,1,24,39,48,46,Away,-2.165547864,354,218,1.5,24.25,36.5
2019122915,SEA,SF,SF,18.54681428,398,147,0,24,25,26,21,Away,7.597779679,373,185,1.75,25.75,32.5
2019091200,CAR,TB,TB,1.049662625,289,305,0,31,28,20,14,Away,-21.60230802,295,315,4,26,39
2019092909,LA,TB,TB,21.78963808,464,393,1,30,43,54,40,Away,-2.782367734,361,367,1.666666667,29.66666667,36
2019100603,NO,TB,TB,6.192955822,252,233,0,22,33,24,31,Home,3.36063372,386,373,1.5,29.75,37.75
2019102708,TEN,TB,TB,-4.432290153,391,458,4,30,48,23,27,Home,8.518087514,406,426,2.25,24.75,44.75
2019110308,SEA,TB,TB,8.808781598,418,448,1,26,46,34,40,Home,4.358629427,379,420,3,24.25,46.5
2019112400,ATL,TB,TB,11.26503734,446,284,2,34,28,35,22,Away,0.969636892,400,452,3,22.5,49.75
